"Пока холодно, но синоптики обещают небольшое повышение температуры (прогноз погоды)",https://kaktus.media/doc/426276_poka_holodno_no_sinoptiki_obeshaut_nebolshoe_povyshenie_temperatyry_prognoz_pogody.html
"Камчыбек Ташиев принял главу Савайского айыл окмоту, в доме которого прошли обыски",https://kaktus.media/doc/426528_kamchybek_tashiev_prinial_glavy_savayskogo_ayyl_okmoty_v_dome_kotorogo_proshli_obyski.html
"""Основанное на науке и культуре"". Экс-депутат предлагает заменить слово ""светское"" (видео)",https://kaktus.media/doc/426525_osnovannoe_na_nayke_i_kyltyre._eks_depytat_predlagaet_zamenit_slovo_svetskoe_video.html
"""Мясо на вес золота"". Как растут цены на мясо и с чем это связано",https://kaktus.media/doc/426512_miaso_na_ves_zolota._kak_rastyt_ceny_na_miaso_i_s_chem_eto_sviazano.html
Кыргызский народ или народ Кыргызстана? В секции Конституционного совещания - жаркие споры,https://kaktus.media/doc/426504_kyrgyzskiy_narod_ili_narod_kyrgyzstana_v_sekcii_konstitycionnogo_soveshaniia_jarkie_spory.html
Россельхознадзор не пустил в Россию партию сухофруктов и молочки из Кыргызстана,https://kaktus.media/doc/426520_rosselhoznadzor_ne_pystil_v_rossiu_partiu_syhofryktov_i_molochki_iz_kyrgyzstana.html
Pop-up-store. В Бишкеке пройдет ярмарка handmade в нестандартном формате,https://kaktus.media/doc/426519_pop_up_store._v_bishkeke_proydet_iarmarka_handmade_v_nestandartnom_formate.html
"В части Бишкека завтра, 24 ноября, возможно отключение электроэнергии (список улиц)",https://kaktus.media/doc/426521_v_chasti_bishkeka_zavtra_24_noiabria_vozmojno_otkluchenie_elektroenergii_spisok_ylic.html
"Считать деньги, потраченные на пациента, поможет программа ""Пролеченный случай""",https://kaktus.media/doc/426518_schitat_dengi_potrachennye_na_pacienta_pomojet_programma_prolechennyy_slychay.html
"Завтра, 24 ноября, дистанционно отключат электроэнергию за долги",https://kaktus.media/doc/426516_zavtra_24_noiabria_distancionno_otkluchat_elektroenergiu_za_dolgi.html
Ализа Солтонбекова выдвинута на должность министра труда и соцразвития,https://kaktus.media/doc/426515_aliza_soltonbekova_vydvinyta_na_doljnost_ministra_tryda_i_socrazvitiia.html
Полпред Иссык-Кульской области попал в аварию. Его Toyota Land Cruiser опрокинулась,https://kaktus.media/doc/426513_polpred_issyk_kylskoy_oblasti_popal_v_avariu._ego_toyota_land_cruiser_oprokinylas.html
Избитого отчимом мальчика забрала бабушка со стороны мамы. Родственники отца также нашлись,https://kaktus.media/doc/426511_izbitogo_otchimom_malchika_zabrala_babyshka_so_storony_mamy._rodstvenniki_otca_takje_nashlis.html
ГКНБ ответил главе Савайского айыл окмоту (он окул бала Матраимова),https://kaktus.media/doc/426514_gknb_otvetil_glave_savayskogo_ayyl_okmoty_on_okyl_bala_matraimova.html
В селе Мады жители вышли на митинг против ослиной фермы,https://kaktus.media/doc/426509_v_sele_mady_jiteli_vyshli_na_miting_protiv_oslinoy_fermy.html
Еще один кандидат в президенты решил забрать документы,https://kaktus.media/doc/426510_eshe_odin_kandidat_v_prezidenty_reshil_zabrat_dokymenty.html
"Сотрудники ГНС ""упростили"" возврат переплаты налогов и попались Антикоррупционной службе",https://kaktus.media/doc/426508_sotrydniki_gns_yprostili_vozvrat_pereplaty_nalogov_i_popalis_antikorrypcionnoy_slyjbe.html
Желающие купить машину отдали тысячи долларов мошеннику. Подозреваемый задержан,https://kaktus.media/doc/426506_jelaushie_kypit_mashiny_otdali_tysiachi_dollarov_moshenniky._podozrevaemyy_zaderjan.html
На Конституционном совещании предложили назвать страну Кыргызской Народной Республикой,https://kaktus.media/doc/426501_na_konstitycionnom_soveshanii_predlojili_nazvat_strany_kyrgyzskoy_narodnoy_respyblikoy.html
В Оше задержали гражданина Китая по подозрению в убийстве 20-летнего парня,https://kaktus.media/doc/426499_v_oshe_zaderjali_grajdanina_kitaia_po_podozreniu_v_ybiystve_20_letnego_parnia.html
Call-центр: сломали ящик для пожертвований и украли из него деньги,https://kaktus.media/doc/426500_call_centr:_slomali_iashik_dlia_pojertvovaniy_i_ykrali_iz_nego_dengi.html
Избитого отчимом шестилетнего мальчика готовят к выписке,https://kaktus.media/doc/426505_izbitogo_otchimom_shestiletnego_malchika_gotoviat_k_vypiske.html
Юристы: Конституционное совещание готовит качественный документ или торопится к дедлайну?,https://kaktus.media/doc/426492_uristy:_konstitycionnoe_soveshanie_gotovit_kachestvennyy_dokyment_ili_toropitsia_k_dedlayny.html
Бишкекская милиция отчиталась о поимке подозреваемых в преступлениях за неделю (фото),https://kaktus.media/doc/426502_bishkekskaia_miliciia_otchitalas_o_poimke_podozrevaemyh_v_prestypleniiah_za_nedelu_foto.html
"В ""Манасе"" задержали иностранца. Он вез в пакете пять птиц, похожих на соколов",https://kaktus.media/doc/426472_v_manase_zaderjali_inostranca._on_vez_v_pakete_piat_ptic_pohojih_na_sokolov.html
"""Здесь нет флага"". Эдилю Байсалову не понравился зал заседаний Конституционного совещания",https://kaktus.media/doc/426497_zdes_net_flaga._edilu_baysalovy_ne_ponravilsia_zal_zasedaniy_konstitycionnogo_soveshaniia.html
Call-центр: один телефон на троих детей. Как учиться?,https://kaktus.media/doc/426464_call_centr:_odin_telefon_na_troih_detey._kak_ychitsia.html
На Конституционном совещании Кыргызстан сравнили с Европой. Только 200-300 лет назад,https://kaktus.media/doc/426488_na_konstitycionnom_soveshanii_kyrgyzstan_sravnili_s_evropoy._tolko_200_300_let_nazad.html
"Кыргызстанец хотел сэкономить сотни тысяч сомов на таможне, занизив возраст машины",https://kaktus.media/doc/426498_kyrgyzstanec_hotel_sekonomit_sotni_tysiach_somov_na_tamojne_zaniziv_vozrast_mashiny.html
"Милиция задержала мужчину, избившего шестилетнего пасынка",https://kaktus.media/doc/426493_miliciia_zaderjala_myjchiny_izbivshego_shestiletnego_pasynka.html
В части Бишкека на четыре дня отключат газ,https://kaktus.media/doc/426494_v_chasti_bishkeka_na_chetyre_dnia_otkluchat_gaz.html
Активисты собирают подписи против поправок в Конституцию,https://kaktus.media/doc/426490_aktivisty_sobiraut_podpisi_protiv_popravok_v_konstityciu.html
"""Чтобы президент не стал драконом"". Суды, ЦИК и прокуратуру предлагают передать ЖК",https://kaktus.media/doc/426489_chtoby_prezident_ne_stal_drakonom._sydy_cik_i_prokyratyry_predlagaut_peredat_jk.html
"Анализ трех Конституций КР. Президент забирает себе полномочия, оставаясь неуязвимым",https://kaktus.media/doc/426471_analiz_treh_konstityciy_kr._prezident_zabiraet_sebe_polnomochiia_ostavaias_neyiazvimym.html
Милиция задержала 51-летнего члена ОПГ за хулиганство на митинге,https://kaktus.media/doc/426491_miliciia_zaderjala_51_letnego_chlena_opg_za_hyliganstvo_na_mitinge.html
"В жилмассиве ""Поле чудес"" мужчина избил шестилетнего пасынка. Подробности",https://kaktus.media/doc/426486_v_jilmassive_pole_chydes_myjchina_izbil_shestiletnego_pasynka._podrobnosti.html
"Бекбосун Борубашев не согласен, что в проекте Конституции сократились статьи о правах",https://kaktus.media/doc/426478_bekbosyn_borybashev_ne_soglasen_chto_v_proekte_konstitycii_sokratilis_stati_o_pravah.html
Розу Отунбаеву и Омурбека Текебаева предлагают включить в Конституционное совещание,https://kaktus.media/doc/426485_rozy_otynbaevy_i_omyrbeka_tekebaeva_predlagaut_vkluchit_v_konstitycionnoe_soveshanie.html
Близ Токмака водитель джипа сбил велосипедиста насмерть,https://kaktus.media/doc/426480_bliz_tokmaka_voditel_djipa_sbil_velosipedista_nasmert.html
Милиция расследует избиение шестилетнего мальчика его отчимом,https://kaktus.media/doc/426482_miliciia_rassledyet_izbienie_shestiletnego_malchika_ego_otchimom.html
Статистика по коронавирусу на 23 ноября. Число новых случаев уменьшается,https://kaktus.media/doc/426484_statistika_po_koronavirysy_na_23_noiabria._chislo_novyh_slychaev_ymenshaetsia.html
В Токмаке неизвестный ворвался в аптеку и вскрыл там терминал,https://kaktus.media/doc/426477_v_tokmake_neizvestnyy_vorvalsia_v_apteky_i_vskryl_tam_terminal.html
Улицы Бишкека чистят от снега (фото мэрии),https://kaktus.media/doc/426479_ylicy_bishkeka_chistiat_ot_snega_foto_merii.html
Женщина отдала задаток без заверения нотариуса и осталась без дома,https://kaktus.media/doc/426366_jenshina_otdala_zadatok_bez_zavereniia_notariysa_i_ostalas_bez_doma.html
В Бишкеке сгорели два автомобиля (видео),https://kaktus.media/doc/426476_v_bishkeke_sgoreli_dva_avtomobilia_video.html
Это фиаско. Размышления о президентской власти в Кыргызстане,https://kaktus.media/doc/426470_eto_fiasko._razmyshleniia_o_prezidentskoy_vlasti_v_kyrgyzstane.html
"В Бишкеке проведут бесплатное тестирование на ВИЧ, сифилис и гепатит (адреса и время)",https://kaktus.media/doc/426475_v_bishkeke_provedyt_besplatnoe_testirovanie_na_vich_sifilis_i_gepatit_adresa_i_vremia.html
"Милиция установила личность найденного повешенным в ""Теплых ключах""",https://kaktus.media/doc/426473_miliciia_ystanovila_lichnost_naydennogo_poveshennym_v_teplyh_kluchah.html
"Call-центр: Конституцию меняют, а омбудсмен молчит",https://kaktus.media/doc/426300_call_centr:_konstityciu_meniaut_a_ombydsmen_molchit.html
Кыргызпатент профинансирует разработки по борьбе с коронавирусом,https://kaktus.media/doc/426469_kyrgyzpatent_profinansiryet_razrabotki_po_borbe_s_koronavirysom.html
Билл Гейтс предупредил о новой пандемии,https://kaktus.media/doc/426468_bill_geyts_predypredil_o_novoy_pandemii.html
"Составлен рейтинг самых ненадежных паролей в мире. Проверьте, нет ли в нем вашего",https://kaktus.media/doc/426467_sostavlen_reyting_samyh_nenadejnyh_paroley_v_mire._proverte_net_li_v_nem_vashego.html
